,0,1,FID,PAC,NAME,省,DEM,GDP,NDVI,POP,RIVER,ROAD,count
413,0.091625273,0.908374727,895,331102,莲都区,浙江省,0.075512072,0.001384218,0.936463829,0.006763388,0.178571429,0.004271578,2
414,0.082201779,0.917798221,906,340104,蜀山区,安徽省,0.008580944,0.025593852,0.72333619,0.060859238,0.178571429,0.018689884,2
415,0.261352658,0.738647342,915,340207,鸠江区,安徽省,0.001466838,0.006077899,0.695366938,0.02262772,0.321428571,0.00677093,2
416,0.4026559,0.5973441,939,340522,含山县,安徽省,0.008637685,0.001060359,0.888435163,0.010963304,0.191637857,0.009023896,2
417,0.329820752,0.670179248,941,340602,杜集区,安徽省,0.00851602,0.002752327,0.672473957,0.037145863,0.142857143,0.002176918,2
418,0.231975973,0.768024027,969,341124,全椒县,安徽省,0.009014637,0.000957559,0.886253959,0.007507065,0.161592865,0.001984663,2
419,0.365544677,0.634455323,978,341222,太和县,安徽省,0.006613654,0.001388848,0.86962495,0.022427757,0.142857143,0.006536636,2
420,0.3583197,0.6416803,982,341302,埇桥区,安徽省,0.006146865,0.001307956,0.890645559,0.017469389,0.157895006,0.001932001,2
421,0.346358061,0.653641939,987,341502,金安区,安徽省,0.012709871,0.000944426,0.866059024,0.014682049,0.142857143,0.002840767,2
422,0.566474795,0.433525205,1006,341825,旌德县,安徽省,0.074481442,0.0003321,0.966181585,0.003972909,0.142857143,0.001193962,2
423,0.036777973,0.963222027,1012,350105,马尾区,福建省,0.040088214,0.014177588,0.821083157,0.035392024,0.233467146,0.021265552,2
424,0.123033404,0.876966596,1016,350122,连江县,福建省,0.043947309,0.003172006,0.881276502,0.016556063,0.203486437,0.012889485,2
425,0.16489768,0.83510232,1019,350125,永泰县,福建省,0.100907211,0.000729193,0.961376818,0.003435271,0.149825723,0.001933584,2
426,0.13533777,0.86466223,1058,350603,龙文区,福建省,0.005819626,0.016059366,0.58368315,0.048281866,0.428571429,0.016417483,2
427,0.172367632,0.827632368,1064,350627,南靖县,福建省,0.082444604,0.001106433,0.942526027,0.005390866,0.151785714,0.00187653,2
428,0.637042999,0.362957001,1102,360124,进贤县,江西省,0.005366076,0.000753116,0.737164594,0.010340157,0.326530718,0.001780904,2
429,0.166420519,0.833579481,1103,360202,昌江区,江西省,0.020749982,0.005537249,0.809830677,0.032588514,0.160714286,0.005737553,2
430,0.370506167,0.629493833,1105,360222,浮梁县,江西省,0.038823809,0.000282002,0.960274523,0.003369583,0.142857143,0.002157772,2
431,0.429069102,0.570930898,1111,360323,芦溪县,江西省,0.080641356,0.00073895,0.944845085,0.00959812,0.151020704,0.002567072,2
432,0.564366758,0.435633242,1117,360425,永修县,江西省,0.018194118,0.000711111,0.801413101,0.005816467,0.253061436,0.001347282,2
433,0.080694258,0.919305742,1130,360702,章贡区,江西省,0.041245313,0.004429004,0.708904369,0.031004213,0.285714286,0.039393752,2
434,0.231670558,0.768329442,1132,360704,赣县区,江西省,0.053672848,0.000412764,0.88780087,0.005861066,0.185185002,0.001489798,2
435,0.193373501,0.806626499,1136,360725,崇义县,江西省,0.109467727,0.00021477,0.964645938,0.002639122,0.171790009,0.001349721,2
436,0.46622467,0.53377533,1143,360732,兴国县,江西省,0.070879229,0.000333933,0.912567613,0.006662084,0.169047852,0.001305859,2
437,0.295109153,0.704890847,1170,360983,高安市,江西省,0.013869027,0.001010381,0.824896326,0.009714623,0.149206434,0.001290092,2
438,0.10155803,0.89844197,1196,370104,槐荫区,山东省,0.006183516,0.019878395,0.588892813,0.090553271,0.285714286,0.051747589,2
439,0.254143536,0.745856464,1199,370113,长清区,山东省,0.031726442,0.001490234,0.833781631,0.015105805,0.185410004,0.006437638,2
440,0.093138337,0.906861663,1202,370116,莱芜区,山东省,0.059684928,0.002202943,0.769942353,0.016478425,0.159419992,0.005207046,2
441,0.072680116,0.927319884,1211,370214,城阳区,山东省,0.008668988,0.012215027,0.485207186,0.046196308,0.224849984,0.016609518,2
442,0.07670784,0.92329216,1218,370304,博山区,山东省,0.083486009,0.001894479,0.846624198,0.020207777,0.16326501,0.002429576,2
443,0.139161646,0.860838354,1225,370403,薛城区,山东省,0.013694862,0.003370595,0.752165778,0.028063581,0.311688581,0.020839451,2
444,0.068999708,0.931000292,1238,370613,莱山区,山东省,0.013186927,0.009089667,0.654823759,0.036316195,0.159132865,0.015259115,2
445,0.157584488,0.842415512,1247,370702,潍城区,山东省,0.008203222,0.005177288,0.67335623,0.039231971,0.2,0.020058815,2
446,0.473701954,0.526298046,1251,370724,临朐县,山东省,0.054205948,0.00095613,0.80366154,0.013459512,0.169523577,0.00192842,2
447,0.19370538,0.80629462,1254,370782,诸城市,山东省,0.018338314,0.001635797,0.85479907,0.014975169,0.149277867,0.002620951,2
448,0.123797476,0.876202524,1269,370883,邹城市,山东省,0.024439148,0.002785546,0.799966273,0.022230116,0.142857143,0.003188825,2
449,0.095573545,0.904426455,1276,371002,环翠区,山东省,0.014153667,0.00704377,0.704738398,0.02581076,0.161580004,0.010130812,2
450,0.134441555,0.865558445,1282,371121,五莲县,山东省,0.033203097,0.000768791,0.847773955,0.01016264,0.162561428,0.001950811,2
451,0.253453076,0.746546924,1290,371324,兰陵县,山东省,0.014112678,0.000889587,0.766004291,0.020450309,0.142857143,0.003788656,2
452,0.298426032,0.701573968,1291,371325,费县,山东省,0.037647552,0.001297024,0.796942594,0.01706209,0.142857143,0.003874699,2
453,0.318164945,0.681835055,1334,410105,金水区,河南省,0.017332717,0.054314234,0.473076541,0.206318207,0.142857143,0.056326732,2
454,0.517938614,0.482061356,1335,410106,上街区,河南省,0.034694871,0.016269871,0.594130891,0.088810598,0.142857143,0.013305365,2
455,0.130681574,0.869318426,1337,410122,中牟县,河南省,0.017287805,0.005445676,0.687047426,0.019890822,0.173469282,0.01096833,2
456,0.115825534,0.884174466,1339,410182,荥阳市,河南省,0.035109165,0.003185709,0.707322651,0.022382341,0.225563573,0.008962963,2
457,0.367099106,0.632900894,1341,410184,新郑市,河南省,0.029873049,0.008094709,0.660945843,0.030848862,0.142857143,0.011507414,2
458,0.323898911,0.676101089,1351,410225,兰考县,河南省,0.013163686,0.001942382,0.830337546,0.018374707,0.196013576,0.002181298,2
459,0.116057813,0.883942187,1357,410311,洛龙区,河南省,0.038821422,0.007200478,0.650595,0.036343213,0.142857143,0.025311658,2
460,0.211664259,0.788335741,1360,410324,栾川县,河南省,0.216665144,0.00058877,0.972622549,0.004187542,0.145802852,0.000877498,2
461,0.263301849,0.736698151,1375,410481,舞钢市,河南省,0.033565491,0.001182447,0.881237411,0.014712164,0.142857143,0.002305118,2
462,0.232176423,0.767823577,1401,410782,辉县市,河南省,0.071671737,0.00108837,0.860028022,0.012571767,0.142857143,0.00874872,2
463,0.412228823,0.587771177,1440,411323,西峡县,河南省,0.141395318,0.000401507,0.958094226,0.003629754,0.142857143,0.000962212,2
464,0.208166659,0.791833341,1449,411402,梁园区,河南省,0.010411256,0.002550032,0.783545606,0.031413972,0.154285714,0.004645156,2
465,0.71975863,0.28024137,1490,420103,江汉区,湖北省,0.005724848,0.226036946,0.312353409,0.670267997,0,0,2
466,0.11712265,0.88287735,1494,420107,青山区,湖北省,0.208763365,0.020534922,0.407779417,0.07211524,0.142857143,0.009855985,2
467,0.032718241,0.967281759,1496,420112,东西湖区,湖北省,0.004530438,0.014801016,0.635441134,0.03376325,0.180952148,0.013058589,2
468,0.654593468,0.345406532,1522,420526,兴山县,湖北省,0.216203381,0.000306838,0.976916133,0.002058157,0.142857143,0.000625214,2
469,0.282452583,0.717547417,1525,420529,五峰土家族自治县,湖北省,0.228424917,0.000207805,0.982991954,0.002365006,0.142857143,0.000359654,2
470,0.629153132,0.370846838,1566,421125,浠水县,湖北省,0.015724045,0.000859789,0.851951715,0.01356275,0.177606419,0.001488996,2
471,0.253213108,0.746786892,1575,421224,通山县,湖北省,0.058297945,0.000337426,0.948737646,0.004619834,0.167975006,0.000747786,2
472,0.293897033,0.706102967,1576,421281,赤壁市,湖北省,0.017661231,0.001497798,0.875645501,0.008331085,0.183035714,0.000858577,2
473,0.521098256,0.478901774,1580,422801,恩施市,湖北省,0.206103013,0.000517488,0.951978066,0.005596935,0.150579289,0.001372834,2
474,0.641965449,0.358034551,1596,430111,雨花区,湖南省,0.014709611,0.042637926,0.666416445,0.105242336,0.142857143,0.016050754,2
475,0.08164531,0.91835469,1611,430304,岳塘区,湖南省,0.01219729,0.015799317,0.655517652,0.066086905,0.346938564,0.014938799,2
476,0.203362584,0.796637416,1638,430582,邵东市,湖南省,0.054631862,0.001886592,0.859534413,0.015028854,0.142857143,0.001803862,2
477,0.444891036,0.555108964,1654,430725,桃源县,湖南省,0.037134297,0.000499471,0.931470754,0.005419315,0.189577855,0.001044144,2
478,0.30819881,0.69180119,1677,431081,资兴市,湖南省,0.113269675,0.000668074,0.959762486,0.003970114,0.142857143,0.001082868,2
479,0.311059296,0.688940704,1693,431224,溆浦县,湖南省,0.101784919,0.00028002,0.93402632,0.006421114,0.147186432,0.000870572,2
480,0.558683515,0.441316515,1714,440103,荔湾区,广东省,0.001203146,0.080160415,0.292344534,0.406645847,1,0.20167808,2
481,0.337388575,0.662611425,1732,440233,新丰县,广东省,0.085310762,0.000199087,0.96094643,0.003299539,0.158953574,0.001112522,2
482,0.152267158,0.847732842,1742,440310,坪山区,广东省,0.020872694,0.027478679,0.648616118,0.083187109,0.142857143,0.045978572,2
483,0.435448766,0.564551234,1750,440513,潮阳区,广东省,0.008673883,0.004348362,0.661320442,0.076251986,0.181957136,0.006906184,2
484,0.200711191,0.799288809,1759,440703,蓬江区,广东省,0.005242537,0.011256682,0.563019991,0.061127601,0.485714286,0.031887634,2
485,0.345774472,0.654225528,1761,440705,新会区,广东省,0.011151356,0.003406136,0.685477587,0.019428321,0.384684274,0.008560471,2
486,0.295226276,0.704773724,1775,440902,茂南区,广东省,0.004225317,0.008141342,0.730315424,0.044940492,0.142857143,0.014311164,2
487,0.352835417,0.647164583,1776,440904,电白区,广东省,0.017018098,0.001859899,0.868179383,0.024335296,0.152658561,0.00426948,2
488,0.622925162,0.377074808,1777,440981,高州市,广东省,0.039464733,0.000839526,0.908520353,0.012506521,0.142857143,0.007427026,2
489,0.159947813,0.840052187,1780,441202,端州区,广东省,0.0310007,0.013178043,0.710350649,0.083462842,0.428571429,0.060275156,2
490,0.310558319,0.689441681,1793,441402,梅江区,广东省,0.057986225,0.002540614,0.90030727,0.019054537,0.142857143,0.011591646,2
491,0.13837868,0.86162132,1839,450103,青秀区,广西壮族自治区,0.025667489,0.00677855,0.837272107,0.025095159,0.142857143,0.013433895,2
492,0.066075802,0.933924198,1840,450105,江南区,广西壮族自治区,0.028322418,0.002302407,0.830083593,0.016058107,0.157895006,0.005404179,2
493,0.143505692,0.856494308,1842,450108,良庆区,广西壮族自治区,0.025761716,0.001471124,0.878400962,0.008945221,0.254902126,0.004347214,2
494,0.05740577,0.94259423,1843,450109,邕宁区,广西壮族自治区,0.023180717,0.00103502,0.854170103,0.007911238,0.169435011,0.004874802,2
495,0.324912906,0.675087094,1858,450225,融水苗族自治县,广西壮族自治区,0.115036925,0.000149077,0.962776753,0.002654503,0.142857143,0.000552238,2
496,0.398106992,0.601893008,1859,450226,三江侗族自治县,广西壮族自治区,0.078445872,0.000166949,0.954608122,0.003668027,0.15238072,0.000930896,2
497,0.35342896,0.64657104,1867,450323,灵川县,广西壮族自治区,0.086806465,0.00048984,0.923343261,0.005325373,0.142857143,0.002703889,2
498,0.304235399,0.695764601,1889,450603,防城区,广西壮族自治区,0.047570044,0.00030857,0.951364607,0.004847325,0.15686785,0.004976906,2
499,0.189768195,0.810231805,1891,450681,东兴市,广西壮族自治区,0.018244543,0.000869093,0.908444104,0.009339198,0.168848572,0.007588233,2
500,0.667145371,0.332854629,1900,450881,桂平市,广西壮族自治区,0.03112844,0.000475748,0.894218554,0.011244167,0.177062138,0.000892971,2
501,0.761966765,0.23803325,1918,451081,靖西市,广西壮族自治区,0.166098029,0.000203888,0.919011634,0.004532298,0.149708579,0.001975378,2
502,0.178089857,0.821910143,1924,451123,富川瑶族自治县,广西壮族自治区,0.07744083,0.000317792,0.872517656,0.005096201,0.168367135,0.000881344,2
503,0.362038493,0.637961507,1949,460105,秀英区,海南省,0.010617193,0.004586355,0.781655706,0.025881624,0.157813568,0.011106546,2
504,0.059351027,0.940648973,1956,460205,崖州区,海南省,0.022128783,0.001017016,0.869747536,0.007199617,0.163105709,0.003466942,2
505,0.136348784,0.863651216,1966,469023,澄迈县,海南省,0.01578107,0.000905075,0.931406234,0.007166674,0.153154275,0.003418965,2
506,0.239309072,0.760690928,1981,500108,南岸区,重庆市,0.056905569,0.024471544,0.65502285,0.119624841,0.342857143,0.035367183,2
507,0.547964573,0.452035457,2008,500240,石柱土家族自治县,重庆市,0.21495413,0.000321626,0.952389956,0.003859249,0.155727147,0.001051023,2
508,0.18947798,0.81052202,2016,510108,成华区,四川省,0.097646572,0.058679941,0.531935774,0.269573775,0.142857143,0.072284945,2
509,0.052031875,0.947968125,2038,510402,东区,四川省,0.271097378,0.011774998,0.717867311,0.052198182,0.142857143,0.031731343,2
510,0.151614547,0.848385453,2040,510411,仁和区,四川省,0.318505515,0.000960078,0.83647592,0.005978404,0.15604429,0.00321157,2
511,0.211675406,0.788324594,2053,510681,广汉市,四川省,0.093674479,0.00427174,0.733779546,0.03057982,0.157142857,0.009291135,2
512,0.02034837,0.97965163,2055,510683,绵竹市,四川省,0.267190157,0.001494809,0.866085066,0.010386384,0.142857143,0.005324511,2
513,0.272073925,0.727926075,2059,510722,三台县,四川省,0.087409175,0.000833333,0.851136931,0.011460392,0.148571429,0.001455981,2
514,0.277477682,0.722522318,2062,510726,北川羌族自治县,四川省,0.328211722,0.000183658,0.973578474,0.002646849,0.14758,0.001131059,2
515,0.252944708,0.747055292,2096,511321,南部县,四川省,0.082241891,0.000998018,0.863921186,0.012227735,0.169130009,0.001431729,2
516,0.153678358,0.846321642,2101,511381,阆中市,四川省,0.091745378,0.000738328,0.868000565,0.011095165,0.187122846,0.001652417,2
517,0.235761166,0.764238834,2108,511502,翠屏区,四川省,0.06981523,0.003167398,0.817205466,0.016092755,0.195767147,0.003857795,2
518,0.150140226,0.849859774,2123,511681,华蓥市,四川省,0.094193408,0.001968565,0.889738818,0.017396099,0.142857143,0.00248833,2
519,0.418353617,0.581646383,2142,511922,南江县,四川省,0.205361179,0.000228037,0.968722651,0.005120552,0.14728714,0.001172507,2
520,0.585472941,0.414527029,2150,513223,茂县,四川省,0.58748495,7.20459E-05,0.914048242,0.000931222,0.150905718,0.000505429,2
521,0.694744468,0.305255532,2173,513334,理塘县,四川省,0.840591846,6.66182E-06,0.711093826,0.000142542,0.14557857,0.000222294,2
522,0.286350906,0.713649094,2174,513335,巴塘县,四川省,0.829032043,1.17954E-05,0.624138989,0.000192461,0.151847861,0.000311921,2
523,0.192891359,0.807108641,2176,513337,稻城县,四川省,0.815160954,1.10818E-05,0.657857697,0.000162904,0.149400003,0.000296539,2
524,0.097090602,0.902909398,2178,513401,西昌市,四川省,0.417852597,0.001132968,0.88340905,0.008578392,0.142857143,0.001927941,2
525,0.129553318,0.870446682,2203,520123,修文县,贵州省,0.245889636,0.000887672,0.883530228,0.007723834,0.171428571,0.001729492,2
526,0.233544111,0.766455889,2208,520281,盘州市,贵州省,0.350226151,0.000721479,0.898887899,0.007553198,0.152709285,0.001759629,2
527,0.307289481,0.692710519,2212,520322,桐梓县,贵州省,0.215409011,0.000305337,0.933446934,0.004982081,0.147783574,0.001490587,2
528,0.464480042,0.535519958,2220,520330,习水县,贵州省,0.205009669,0.000366064,0.932812235,0.005040557,0.150720716,0.001524996,2
529,0.081668854,0.918331146,2222,520382,仁怀市,贵州省,0.18142067,0.003832341,0.867285834,0.008936741,0.15604429,0.001513246,2
530,0.243162453,0.756837547,2238,520603,万山区,贵州省,0.116974437,0.00090091,0.918584551,0.009152656,0.142857143,0.00189527,2
531,0.540978253,0.459021747,2239,520621,江口县,贵州省,0.151160125,0.000204169,0.939284163,0.002780435,0.142857143,0.000662541,2
532,0.191026151,0.808973849,2251,522325,贞丰县,贵州省,0.189640708,0.000520732,0.859202566,0.006049221,0.170330004,0.0022542,2
533,0.439995825,0.560004175,2265,522631,黎平县,贵州省,0.135211407,0.000117214,0.959019648,0.002582767,0.142857143,0.00058149,2
534,0.048187971,0.951812029,2283,530102,五华区,云南省,0.402969211,0.015206258,0.756771088,0.062101209,0.142857143,0.014203879,2
535,0.3100335,0.6899665,2307,530403,江川区,云南省,0.367825072,0.001087165,0.808683512,0.009927691,0.142857143,0.002532194,2
536,0.344793797,0.655206203,2319,530581,腾冲市,云南省,0.393864968,0.000245594,0.956451396,0.003506705,0.148680725,0.001660571,2
537,0.727319837,0.272680163,2325,530625,永善县,云南省,0.352957577,0.000253938,0.916663361,0.00401535,0.142857143,0.00093117,2
538,0.097391367,0.902608633,2331,530702,古城区,云南省,0.502739309,0.000672904,0.890365516,0.00613752,0.149350717,0.013662451,2
539,0.363507211,0.636492789,2333,530722,永胜县,云南省,0.422269714,0.000116793,0.854087231,0.002103186,0.157063577,0.001043346,2
540,0.688461423,0.311538577,2335,530724,宁蒗彝族自治县,云南省,0.558118146,5.52848E-05,0.881961896,0.001219605,0.142857143,0.000481251,2
541,0.392337143,0.607662857,2361,532328,元谋县,云南省,0.300449471,0.000229148,0.721937516,0.001668143,0.193049992,0.0011255,2
542,0.183147669,0.816852331,2363,532331,禄丰县,云南省,0.370817249,0.000301986,0.887769412,0.00226287,0.151927141,0.002282682,2
543,0.140622079,0.859377921,2400,533102,瑞丽市,云南省,0.203404348,0.000874683,0.932842681,0.008211154,0.188339277,0.013749028,2
544,0.290266991,0.709733009,2404,533124,陇川县,云南省,0.266394623,0.000186514,0.958415622,0.002801563,0.154717865,0.002760298,2
545,0.077747583,0.922252417,2501,610204,耀州区,陕西省,0.21642356,0.000594458,0.858029582,0.004180927,0.142857143,0.002192835,2
546,0.405605912,0.594394088,2508,610324,扶风县,陕西省,0.133467745,0.001139895,0.813936209,0.016587788,0.162561428,0.00243301,2
547,0.822756767,0.177243218,2519,610423,泾阳县,陕西省,0.101936163,0.000568954,0.720098699,0.01160488,0.142857143,0.003683921,2
548,0.168455958,0.831544042,2562,610729,留坝县,陕西省,0.28868562,6.05185E-05,0.990898514,0.000720827,0.173333566,0.000851379,2
549,0.159344375,0.840655625,2564,610802,榆阳区,陕西省,0.231037709,0.000737419,0.450965862,0.002799849,0.152107152,0.001408905,2
550,0.453542769,0.546457231,2594,620103,七里河区,甘肃省,0.40599181,0.006850484,0.644063215,0.040738479,0.142857143,0.017966706,2
551,0.242603421,0.757396579,2596,620105,安宁区,甘肃省,0.315122009,0.012441196,0.401587766,0.081083275,0.142857143,0.062002591,2
552,0.266080499,0.733919501,2601,620200,嘉峪关市,甘肃省,0.339424852,0.001119599,0.111985553,0.005187519,0.142857143,0.002529459,2
553,0.423746347,0.576253653,2610,620503,麦积区,甘肃省,0.304272782,0.000263221,0.900325852,0.00477746,0.159663566,0.003848623,2
554,0.222545862,0.777454138,2625,620725,山丹县,甘肃省,0.49861319,6.48953E-05,0.521661016,0.001035613,0.145431431,0.00042482,2
555,0.384598792,0.615401208,2690,630223,互助土族自治县,青海省,0.575366985,0.000231009,0.843056574,0.0042647,0.142857143,0.001184071,2
556,0.368627608,0.631372392,2720,632802,德令哈市,青海省,0.758170188,1.63351E-05,0.207716712,9.63769E-05,0.144616438,0.000154009,2
557,0.483600914,0.516399086,2721,632803,茫崖市,青海省,0.594010532,7.54602E-06,0,3.67085E-05,0.142857143,8.95778E-05,2
558,0.341960013,0.658039987,2763,650521,巴里坤哈萨克自治县,新疆维吾尔自治区,0.257467708,1.17272E-05,0.104461118,7.52234E-05,0.144438564,0.00014683,2
559,0.364557147,0.635442853,2765,652301,昌吉市,新疆维吾尔自治区,0.227740225,0.000286671,0.409002046,0.001557359,0.142857143,0.000566412,2
560,0.758627772,0.241372228,2823,654023,霍城县,新疆维吾尔自治区,0.251642502,0.000237622,0.719898538,0.004712483,0.151449999,0.001267125,2
561,0.433879197,0.566120803,2843,659001,石河子市,新疆维吾尔自治区,0.097946595,0.005660828,0.653658185,0.03976442,0.20779214,0.006373188,2
562,0.195681453,0.804318547,24,120112,津南区,天津市,0.000590538,0.009801212,0.632074035,0.08015799,0.232142857,0.024214942,1
563,0.232505441,0.767494559,32,130102,长安区,河北省,0.1795017,0.005585849,0.815793786,0.037788138,0.190476423,0.01039001,1
564,0.469280839,0.530719161,36,130108,裕华区,河北省,0.012977241,0.022951465,0.470354547,0.230594466,0.142857143,0.031621733,1
565,0.215296984,0.784703016,39,130111,栾城区,河北省,0.010825349,0.003217864,0.752232889,0.037346355,0.142857143,0.015502849,1
566,0.727008939,0.272991091,53,130184,新乐市,河北省,0.013943773,0.001456274,0.839792712,0.026627292,0.142857143,0.009517346,1
567,0.238879025,0.761120975,63,130227,迁西县,河北省,0.045169955,0.001218655,0.828405543,0.007606522,0.179723576,0.001356606,1
568,0.097519279,0.902480721,71,130306,抚宁区,河北省,0.025700282,0.000722074,0.848845397,0.008922391,0.156304278,0.003011866,1
569,0.370629907,0.629370093,84,130426,涉县,河北省,0.141387407,0.000603921,0.857846731,0.007501874,0.142857143,0.001369609,1
570,0.619099855,0.380900145,89,130433,馆陶县,河北省,0.007924155,0.00110942,0.882801205,0.019979866,0.228571429,0.008032574,1
571,0.048964679,0.951035321,92,130481,武安市,河北省,0.100141385,0.0018815,0.803239189,0.013144612,0.154598563,0.009479775,1
572,0.657495975,0.342504054,102,130528,宁晋县,河北省,0.006113497,0.00121374,0.891552803,0.020227623,0.279502869,0.00490423,1
573,0.605340719,0.394659251,112,130602,竞秀区,河北省,0.005144329,0.01101253,0.640954179,0.090603382,0.142857143,0.00808193,1
574,0.650070488,0.349929512,113,130606,莲池区,河北省,0.003699981,0.013654637,0.566633386,0.151890341,0.142857143,0.016936497,1
575,0.836389959,0.163610041,115,130608,清苑区,河北省,0.004019339,0.001098823,0.82078304,0.023845292,0.160714286,0.00261943,1
576,0.386945128,0.613054872,118,130624,阜平县,河北省,0.140314643,0.000102116,0.866942836,0.002379957,0.153741433,0.000856863,1
577,0.402049005,0.597950995,120,130627,唐县,河北省,0.06647006,0.000471867,0.834427068,0.010591812,0.180952148,0.001480659,1
578,0.633257151,0.36674282,121,130628,高阳县,河北省,0.002026526,0.001065195,0.843612973,0.019503618,0.142857143,0.00433504,1
579,0.264451861,0.735548139,127,130634,曲阳县,河北省,0.037056068,0.000573981,0.800410366,0.015546128,0.16326501,0.011274354,1
580,0.787699819,0.212300166,135,130684,高碑店市,河北省,0.004385265,0.001599786,0.812994284,0.02314166,0.142857143,0.002718346,1
581,0.518099666,0.481900305,138,130705,宣化区,河北省,0.19094314,0.000492418,0.758096915,0.008077385,0.142857143,0.002455138,1
582,0.635724723,0.364275277,140,130708,万全区,河北省,0.200446345,0.000338568,0.75666966,0.005454159,0.154061432,0.002824624,1
583,0.283098996,0.716901004,151,130732,赤城县,河北省,0.235063883,6.70025E-05,0.885788003,0.001162643,0.145397143,0.000853573,1
584,0.061730981,0.938269019,153,130803,双滦区,河北省,0.112359828,0.001559547,0.873995576,0.009887936,0.190476423,0.002789952,1
585,0.150377393,0.849622607,160,130827,宽城满族自治县,河北省,0.100149853,0.000420063,0.92971824,0.00388719,0.170395704,0.000704899,1
586,0.254550993,0.745449007,161,130828,围场满族蒙古族自治县,河北省,0.251030555,9.46637E-05,0.913297932,0.001391504,0.142857143,0.001209143,1
587,0.229477108,0.770522892,170,130926,肃宁县,河北省,0.00277505,0.001376396,0.834085186,0.020241541,0.142857143,0.012707899,1
588,0.550208092,0.449791878,181,131022,固安县,河北省,0.004128021,0.002582161,0.789082002,0.02465375,0.152709285,0.008361322,1
589,0.154504538,0.845495462,183,131024,香河县,河北省,0.002488217,0.002942804,0.745539664,0.030546628,0.190476423,0.005687293,1
590,0.223687887,0.776312113,202,140107,杏花岭区,山西省,0.201616941,0.024393889,0.63943346,0.119593633,0.142857143,0.033897423,1
591,0.332113266,0.667886734,207,140122,阳曲县,山西省,0.254207751,0.000197635,0.891822361,0.002205316,0.142857143,0.001601538,1
592,0.390761256,0.609238744,211,140213,平城区,山西省,0.211111151,0.006200263,0.439472056,0.067662656,0.285714286,0.014477554,1
593,0.317954242,0.682045758,225,140403,潞州区,山西省,0.181377712,0.006516927,0.701012765,0.060616084,0.367347151,0.011307648,1
594,0.492526174,0.507473826,231,140426,黎城县,山西省,0.20218397,0.000174911,0.907023794,0.00424928,0.142857143,0.002058178,1
595,0.411391735,0.588608265,239,140522,阳城县,山西省,0.178355122,0.000625415,0.89578146,0.005808769,0.142857143,0.001825451,1
596,0.083254933,0.916745067,241,140525,泽州县,山西省,0.161968824,0.001574359,0.819925716,0.013086533,0.142857143,0.005413597,1
597,0.729987741,0.270012289,244,140603,平鲁区,山西省,0.299192262,0.000509219,0.676008412,0.002614131,0.142857143,0.001047953,1
598,0.382900119,0.617099881,260,140802,盐湖区,山西省,0.090627957,0.001291914,0.687798703,0.016943365,0.161094295,0.003037016,1
599,0.499468029,0.500531971,268,140828,夏县,山西省,0.146781233,0.000263069,0.869746051,0.007988271,0.153846436,0.001354108,1
600,0.325235546,0.674764454,273,140902,忻府区,山西省,0.207080683,0.000488508,0.835637903,0.007988186,0.142857143,0.002290806,1
601,0.434273362,0.565726638,284,140931,保德县,山西省,0.212297814,0.00049018,0.671214818,0.00466786,0.156794281,0.000970553,1
602,0.201320052,0.798679948,304,141102,离石区,山西省,0.270872631,0.000561019,0.836877568,0.007232358,0.158441424,0.002113682,1
603,0.222771287,0.777228713,312,141128,方山县,山西省,0.292438824,0.000195646,0.897718629,0.003092865,0.147699999,0.001167308,1
604,0.132284105,0.867715895,316,141182,汾阳市,山西省,0.2087597,0.000967827,0.863289742,0.010765847,0.142857143,0.002424456,1
605,0.447192669,0.552807331,320,150105,赛罕区,内蒙古自治区,0.22309623,0.00452712,0.701200769,0.024709813,0.235714286,0.004347379,1
606,0.415104151,0.584895849,321,150121,土默特左旗,内蒙古自治区,0.234648757,0.000402305,0.717615751,0.002706652,0.154963575,0.001669924,1
607,0.100745261,0.899254739,331,150207,九原区,内蒙古自治区,0.225503808,0.002710666,0.531763523,0.010722085,0.225563573,0.004629218,1
608,0.338666081,0.661333919,332,150221,土默特右旗,内蒙古自治区,0.223935217,0.000416844,0.676121986,0.004170028,0.183261435,0.00162295,1
609,0.277590454,0.722409546,335,150302,海勃湾区,内蒙古自治区,0.237847075,0.002349388,0.220756208,0.015246712,0.2,0.00640385,1
610,0.114395499,0.885604501,350,150502,科尔沁区,内蒙古自治区,0.034666345,0.000665671,0.869501672,0.00625569,0.15184215,0.001817585,1
611,0.785916448,0.214083582,351,150521,科尔沁左翼中旗,内蒙古自治区,0.032142468,7.68642E-05,0.777494596,0.001570969,0.144195709,0.000474722,1
612,0.359919488,0.640080512,354,150524,库伦旗,内蒙古自治区,0.061519701,6.35378E-05,0.702322606,0.001073676,0.145658569,0.000711699,1
613,0.54755038,0.45244962,355,150525,奈曼旗,内蒙古自治区,0.065675157,8.44632E-05,0.696789098,0.00157187,0.142857143,0.000789107,1
614,0.078069568,0.921930432,358,150602,东胜区,内蒙古自治区,0.277349576,0.001470961,0.438324399,0.005504004,0.142857143,0.00260487,1
615,0.424900711,0.575099289,364,150625,杭锦旗,内蒙古自治区,0.239864173,3.95773E-05,0.264190885,0.000201682,0.179109998,0.00023758,1
616,0.144561768,0.855438232,367,150702,海拉尔区,内蒙古自治区,0.124871212,0.000678891,0.84902796,0.006638698,0.159915009,0.00169091,1
